Country,Year,Product,Value,total emissions CO2 (KgCo2),Energy Type,consumption (GWh),iso_alpha
Slovenia,2015,Coal-Peat and Manufactured Gases,347.036,284569.52,Coal-Peat and Manufactured Gases,12382.635,SVN
Slovenia,2015,Oil and Petroleum Products,0.51,367.2,Oil and Petroleum Products,27817.749,SVN
Slovenia,2015,Natural Gas,10.729,5257.21,Natural Gas,7724.34,SVN
Slovenia,2015,Combustible Renewables,12.619,2902.37,,,
Slovenia,2015,Other Combustible Non-Renewables,0.378,309.96,,,
Slovenia,2015,Solar,23.506,1128.288,Solar,737.8744499999999,SVN
Slovenia,2015,Wind,1.005,11.557499999999997,Wind,16.157832,SVN
Spain,2015,Nuclear,4874.842,58498.10399999999,Nuclear,148085.6,ESP
Spain,2015,Hydro,1780.837,42740.088,Hydro,75780.24,ESP
Spain,2015,Coal-Peat and Manufactured Gases,4598.699,3770933.1799999997,Coal-Peat and Manufactured Gases,159172.96,ESP
Spain,2015,Oil and Petroleum Products,1621.479,1167464.88,Oil and Petroleum Products,701327.9,ESP
Spain,2015,Natural Gas,4187.885,2052063.65,Natural Gas,285437.83999999997,ESP
Spain,2015,Combustible Renewables,330.735,76069.05,,,
Spain,2015,Other Combustible Non-Renewables,44.067,36134.94,,,
Spain,2015,Solar,1201.407,57667.536,Solar,37320.366,ESP
Spain,2015,Not Specified,16.917,,,,
Spain,2015,Wind,3036.172,34915.978,Wind,132830.86000000002,ESP
Sweden,2015,Nuclear,4049.501,48594.012,Nuclear,145613.13999999998,SWE
Sweden,2015,Hydro,5394.66,129471.84,Hydro,202814.42,SWE
Sweden,2015,Oil and Petroleum Products,12.604,9074.88,Oil and Petroleum Products,153648.13,SWE
Sweden,2015,Natural Gas,0.563,275.87,Natural Gas,9335.75,SWE
Sweden,2015,Combustible Renewables,595.976,137074.48,,,
Sweden,2015,Other Combustible Non-Renewables,66.601,54612.82,,,
Sweden,2015,Solar,8.738,419.424,Solar,261.2183,SWE
Sweden,2015,Wind,1136.292,13067.357999999998,Wind,43956.68,SWE
Switzerland,2015,Nuclear,1261.0,15132.0,Nuclear,60102.245,CHE
Switzerland,2015,Hydro,3241.0,77784.0,Hydro,103038.1,CHE
Switzerland,2015,Oil and Petroleum Products,2.74,1972.8000000000002,Oil and Petroleum Products,129560.79,CHE
Switzerland,2015,Natural Gas,43.892,21507.08,Natural Gas,33172.221999999994,CHE
Switzerland,2015,Combustible Renewables,113.724,26156.52,,,
Switzerland,2015,Other Combustible Non-Renewables,83.756,68679.92,,,
Switzerland,2015,Geothermal,0.0,0.0,,,
Switzerland,2015,Solar,81.302,3902.4960000000005,Solar,3013.4357999999997,CHE
Switzerland,2015,Wind,9.167,105.4205,Wind,296.22692,CHE
Republic of Turkiye,2015,Hydro,5023.828,120571.87200000002,Hydro,180821.88,TUR
Republic of Turkiye,2015,Coal-Peat and Manufactured Gases,5779.64,4739304.8,Coal-Peat and Manufactured Gases,404026.06,TUR
Republic of Turkiye,2015,Oil and Petroleum Products,46.655,33591.6,Oil and Petroleum Products,498664.06,TUR
Republic of Turkiye,2015,Natural Gas,8547.905,4188473.4500000007,Natural Gas,459590.42,TUR
Republic of Turkiye,2015,Combustible Renewables,91.433,21029.59,,,
Republic of Turkiye,2015,Geothermal,215.657,8194.966,,,
Republic of Turkiye,2015,Other Combustible Non-Renewables,1.547,1268.54,,,
Republic of Turkiye,2015,Solar,27.51,1320.48,Solar,522.7597400000001,TUR
Republic of Turkiye,2015,Other Renewables,0.0,0.0,Other Renewables,12811.143,TUR
Republic of Turkiye,2015,Not Specified,44.496,,,,
Republic of Turkiye,2015,Wind,755.776,8691.424,Wind,31379.78,TUR
United Kingdom,2015,Nuclear,4878.155,58537.86,Nuclear,181782.85,GBR
United Kingdom,2015,Hydro,380.03,9120.72,Hydro,16958.37,GBR
United Kingdom,2015,Coal-Peat and Manufactured Gases,4434.55,3636331.0,Coal-Peat and Manufactured Gases,277323.15,GBR
United Kingdom,2015,Oil and Petroleum Products,192.658,138713.76,Oil and Petroleum Products,851876.16,GBR
United Kingdom,2015,Natural Gas,9339.607,4576407.43,Natural Gas,720454.6,GBR
United Kingdom,2015,Combustible Renewables,2363.77,543667.1,,,
United Kingdom,2015,Geothermal,0.0,0.0,,,
United Kingdom,2015,Other Combustible Non-Renewables,280.14,229714.8,,,
United Kingdom,2015,Solar,834.191,40041.168,Solar,20285.795000000002,GBR
United Kingdom,2015,Other Renewables,0.167,4.008000000000001,Other Renewables,93400.63,GBR
United Kingdom,2015,Not Specified,0.0,,,,
United Kingdom,2015,Wind,2193.171,25221.466499999995,Wind,108458.7,GBR
United States,2015,Nuclear,66476.382,797716.584,Nuclear,2168462.4,USA
United States,2015,Hydro,18104.214,434501.136,Hydro,663691.4,USA
United States,2015,Coal-Peat and Manufactured Gases,121175.936,99364267.52,Coal-Peat and Manufactured Gases,4329077.6,USA
United States,2015,Oil and Petroleum Products,2639.386,1900357.92,Oil and Petroleum Products,9891111.0,USA
United States,2015,Natural Gas,119514.197,58561956.53,Natural Gas,7435795.0,USA
United States,2015,Combustible Renewables,5461.804,1256214.92,,,
United States,2015,Other Combustible Non-Renewables,827.043,678175.26,,,
United States,2015,Geothermal,1202.894,45709.972,,,
United States,2015,Solar,3120.178,149768.544,Solar,106173.836,USA
United States,2015,Not Specified,427.386,,,,
United States,2015,Wind,13971.6,160673.4,Wind,518787.66,USA
Argentina,2015,Nuclear,383.907,4606.884,Nuclear,18189.94,ARG
Argentina,2015,Hydro,3460.589,83054.136,Hydro,87083.91,ARG
Argentina,2015,Coal-Peat and Manufactured Gases,99.689,81744.98,Coal-Peat and Manufactured Gases,15814.128999999999,ARG
Argentina,2015,Oil and Petroleum Products,1606.297,1156533.84,Oil and Petroleum Products,387810.02999999997,ARG
Argentina,2015,Natural Gas,5331.615,2612491.35,Natural Gas,466525.67,ARG
Argentina,2015,Combustible Renewables,120.185,27642.55,,,
Argentina,2015,Other Combustible Non-Renewables,0.0,0.0,,,
Argentina,2015,Geothermal,0.0,0.0,,,
Argentina,2015,Solar,1.36,65.28,Solar,39.54083,ARG
Argentina,2015,Other Renewables,0.0,0.0,Other Renewables,4747.992499999999,ARG
Argentina,2015,Wind,48.779,560.9585,Wind,1597.8346999999999,ARG
Brazil,2015,Nuclear,1086.218,13034.616,Nuclear,38075.490000000005,BRA
Brazil,2015,Hydro,28171.055,676105.32,Hydro,968777.3999999999,BRA
Brazil,2015,Coal-Peat and Manufactured Gases,2092.907,1716183.7400000002,Coal-Peat and Manufactured Gases,204981.0,BRA
Brazil,2015,Oil and Petroleum Products,1816.652,1307989.44,Oil and Petroleum Products,1436562.3,BRA
Brazil,2015,Natural Gas,6450.614,3160800.86,Natural Gas,429365.4,BRA
Brazil,2015,Combustible Renewables,5231.055,1203142.65,,,
Brazil,2015,Other Combustible Non-Renewables,2.503,2052.46,,,
Brazil,2015,Geothermal,0.0,0.0,,,
Brazil,2015,Solar,7.406,355.488,Solar,158.66305,BRA
Brazil,2015,Other Renewables,0.0,0.0,Other Renewables,159228.18000000002,BRA
Brazil,2015,Not Specified,0.0,,,,
Brazil,2015,Wind,2281.711,26239.676499999998,Wind,58237.415,BRA
Bulgaria,2015,Nuclear,743.0,8916.0,Nuclear,39752.216,BGR
Bulgaria,2015,Hydro,345.217,8285.208,Hydro,15227.525,BGR
Bulgaria,2015,Coal-Peat and Manufactured Gases,1751.599,1436311.18,Coal-Peat and Manufactured Gases,76236.53,BGR
Bulgaria,2015,Oil and Petroleum Products,14.155,10191.6,Oil and Petroleum Products,53301.296,BGR
Bulgaria,2015,Natural Gas,144.968,71034.32,Natural Gas,30003.5,BGR
Bulgaria,2015,Combustible Renewables,21.154,4865.42,,,
Bulgaria,2015,Solar,128.82,6183.36,Solar,3720.775,BGR
Bulgaria,2015,Not Specified,1.917,,,,
Bulgaria,2015,Wind,117.453,1350.7095,Wind,3908.8790000000004,BGR
China,2015,Nuclear,15048.52,180582.24,Nuclear,442869.57,CHN
China,2015,Nuclear,15048.52,180582.24,Nuclear,0.0,CHN
China,2015,Hydro,120016.505,2880396.12,Hydro,3001359.1,CHN
China,2015,Hydro,120016.505,2880396.12,Hydro,0.0,CHN
China,2015,Coal-Peat and Manufactured Gases,291146.101,238739802.82000002,Coal-Peat and Manufactured Gases,22329041.0,CHN
China,2015,Coal-Peat and Manufactured Gases,291146.101,238739802.82000002,Coal-Peat and Manufactured Gases,77901.11,CHN
China,2015,Oil and Petroleum Products,693.109,499038.48,Oil and Petroleum Products,6609895.5,CHN
China,2015,Oil and Petroleum Products,693.109,499038.48,Oil and Petroleum Products,217421.23,CHN
China,2015,Natural Gas,10517.728,5153686.72,Natural Gas,1946895.2999999998,CHN
China,2015,Natural Gas,10517.728,5153686.72,Natural Gas,30456.371,CHN
China,2015,Combustible Renewables,3734.101,858843.23,,,
China,2015,Geothermal,9.792,372.096,,,
China,2015,Other Combustible Non-Renewables,781.469,640804.58,,,
China,2015,Solar,3195.261,153372.528,Solar,106320.08,CHN
China,2015,Solar,3195.261,153372.528,Solar,10.771888,CHN
China,2015,Other Renewables,0.66,15.84,Other Renewables,172513.58,CHN
China,2015,Other Renewables,0.66,15.84,Other Renewables,181.95556,CHN
China,2015,Not Specified,0.0,,,,
China,2015,Wind,12677.474,145790.951,Wind,499792.6,CHN
China,2015,Wind,12677.474,145790.951,Wind,2.1839999000000003,CHN
Croatia,2015,Hydro,308.086,7394.064,Hydro,17209.806,HRV
Croatia,2015,Coal-Peat and Manufactured Gases,151.965,124611.3,Coal-Peat and Manufactured Gases,7044.4655,HRV
Croatia,2015,Oil and Petroleum Products,14.539,10468.08,Oil and Petroleum Products,39127.132000000005,HRV
Croatia,2015,Natural Gas,78.746,38585.54,Natural Gas,24212.309999999998,HRV
Croatia,2015,Combustible Renewables,17.499,4024.7699999999995,,,
Croatia,2015,Solar,4.922,236.256,Solar,154.21028,HRV
Croatia,2015,Wind,85.292,980.858,Wind,2144.4001,HRV
Cyprus,2015,Oil and Petroleum Products,407.552,293437.44,Oil and Petroleum Products,27930.634000000002,CYP
Cyprus,2015,Combustible Renewables,5.027,1156.21,,,
Cyprus,2015,Solar,12.01,576.48,Solar,341.08916,CYP
Cyprus,2015,Wind,14.118,162.357,Wind,597.4547,CYP
India,2015,Nuclear,2649.2304,31790.7648,Nuclear,98992.966,IND
India,2015,Hydro,13765.1049,330362.5176,Hydro,358926.18,IND
India,2015,Coal-Peat and Manufactured Gases,81223.7889,66603506.898,Coal-Peat and Manufactured Gases,4490470.0,IND
India,2015,Oil and Petroleum Products,1213.8644,873982.368,Oil and Petroleum Products,2296038.3000000003,IND
India,2015,Natural Gas,5595.1837,2741640.013,Natural Gas,478068.4,IND
India,2015,Combustible Renewables,998.1674,229578.502,,,
India,2015,Other Combustible Non-Renewables,67.0601,54989.28200000001,,,
India,2015,Geothermal,0.0,0.0,,,
India,2015,Solar,877.6875,42129.0,Solar,17683.078999999998,IND
India,2015,Other Renewables,0.0,0.0,Other Renewables,97736.8,IND
India,2015,Not Specified,0.0,,,,
India,2015,Wind,3420.4514,39335.191100000004,Wind,88171.62000000001,IND
North Macedonia,2015,Hydro,58.571,1405.704,Hydro,5022.9135,MKD
North Macedonia,2015,Coal-Peat and Manufactured Gases,215.117,176395.94,Coal-Peat and Manufactured Gases,11296.521,MKD
North Macedonia,2015,Oil and Petroleum Products,9.075,6533.999999999999,Oil and Petroleum Products,11400.81,MKD
North Macedonia,2015,Natural Gas,11.947,5854.03,Natural Gas,1301.9552999999999,MKD
North Macedonia,2015,Combustible Renewables,1.306,300.38,,,
North Macedonia,2015,Solar,2.066,99.16799999999999,Solar,60.861107,MKD
North Macedonia,2015,Wind,9.0,103.5,Wind,325.22220000000004,MKD
Romania,2015,Nuclear,902.253,10827.036,Nuclear,30079.683,ROU
Romania,2015,Hydro,943.596,22646.304,Hydro,44792.206,ROU
Romania,2015,Coal-Peat and Manufactured Gases,1419.746,1164191.72,Coal-Peat and Manufactured Gases,70089.58,ROU
Romania,2015,Oil and Petroleum Products,36.935,26593.2,Oil and Petroleum Products,104600.35,ROU
Romania,2015,Natural Gas,731.38,358376.2,Natural Gas,103708.24399999999,ROU
Romania,2015,Combustible Renewables,40.831,9391.13,,,
Romania,2015,Other Combustible Non-Renewables,0.0,0.0,,,
Romania,2015,Geothermal,0.0,0.0,,,
Romania,2015,Solar,183.977,8830.896,Solar,5337.471,ROU
Romania,2015,Not Specified,0.0,,,,
Romania,2015,Wind,688.799,7921.1885,Wind,19020.462,ROU
Serbia,2015,Hydro,439.864,10556.736,Hydro,,SRB
Serbia,2015,Coal-Peat and Manufactured Gases,1775.112,1455591.84,Coal-Peat and Manufactured Gases,,SRB
Serbia,2015,Oil and Petroleum Products,1.825,1314.0,Oil and Petroleum Products,,SRB
Serbia,2015,Natural Gas,14.211,6963.39,Natural Gas,,SRB
Serbia,2015,Combustible Renewables,1.499,344.77,,,
Serbia,2015,Other Combustible Non-Renewables,0.261,214.02,,,
Serbia,2015,Solar,0.965,46.32,Solar,,SRB
Australia,2015,Hydro,1714.6649,41151.9576,Hydro,37934.74,AUS
Australia,2015,Coal-Peat and Manufactured Gases,13123.7385,10761465.57,Coal-Peat and Manufactured Gases,540411.2,AUS
Australia,2015,Oil and Petroleum Products,492.0402,354268.944,Oil and Petroleum Products,570297.0599999999,AUS
Australia,2015,Natural Gas,3796.6485,1860357.765,Natural Gas,389949.6,AUS
Australia,2015,Combustible Renewables,261.1091,60055.093,,,
Australia,2015,Geothermal,0.0,0.0,,,
Australia,2015,Solar,346.6305,16638.264,Solar,16684.376,AUS
Australia,2015,Wind,1227.6664,14118.163600000002,Wind,31865.946,AUS
Austria,2015,Hydro,3304.918,79318.032,Hydro,100062.416,AUT
Austria,2015,Coal-Peat and Manufactured Gases,180.295,147841.9,Coal-Peat and Manufactured Gases,37999.046,AUT
Austria,2015,Oil and Petroleum Products,47.239,34012.08,Oil and Petroleum Products,142845.38,AUT
Austria,2015,Natural Gas,324.101,158809.49,Natural Gas,79680.95,AUT
Austria,2015,Combustible Renewables,371.128,85359.44,,,
Austria,2015,Other Combustible Non-Renewables,56.156,46047.92,,,
Austria,2015,Geothermal,0.005,0.19,,,
Austria,2015,Solar,102.476,4918.848,Solar,2523.5789999999997,AUT
Austria,2015,Not Specified,1.195,,,,
Austria,2015,Wind,247.587,2847.2505,Wind,13034.909000000001,AUT
Belgium,2015,Nuclear,1380.013,16560.156,Nuclear,67454.47,BEL
Belgium,2015,Hydro,89.786,2154.864,Hydro,857.4425,BEL
Belgium,2015,Coal-Peat and Manufactured Gases,419.908,344324.56,Coal-Peat and Manufactured Gases,38740.704,BEL
Belgium,2015,Oil and Petroleum Products,19.093,13746.96,Oil and Petroleum Products,348061.55,BEL
Belgium,2015,Natural Gas,1443.758,707441.42,Natural Gas,158499.0,BEL
Belgium,2015,Combustible Renewables,448.38,103127.4,,,
Belgium,2015,Other Combustible Non-Renewables,108.707,89139.74,,,
Belgium,2015,Solar,378.007,18144.336,Solar,8231.070000000002,BEL
Belgium,2015,Not Specified,35.949,,,,
Belgium,2015,Wind,276.566,3180.5089999999996,Wind,15010.628,BEL
Canada,2015,Nuclear,8472.935,101675.22,Nuclear,261261.25999999998,CAN
Canada,2015,Hydro,28252.546,678061.104,Hydro,1029235.7999999999,CAN
Canada,2015,Coal-Peat and Manufactured Gases,4927.083,4040208.0599999996,Coal-Peat and Manufactured Gases,214410.35,CAN
Canada,2015,Oil and Petroleum Products,628.043,452190.96,Oil and Petroleum Products,1277978.9000000001,CAN
Canada,2015,Natural Gas,5132.249,2514802.01,Natural Gas,1103324.5,CAN
Canada,2015,Combustible Renewables,727.212,167258.76,,,
Canada,2015,Other Combustible Non-Renewables,7.384,6054.88,,,
Canada,2015,Solar,348.772,16741.056,Solar,7796.024,CAN
Canada,2015,Other Renewables,0.022,0.528,Other Renewables,31881.115,CAN
Canada,2015,Not Specified,11.583,,,,
Canada,2015,Wind,1443.603,16601.4345,Wind,72619.736,CAN
Chile,2015,Hydro,2288.666,54927.984000000004,Hydro,63612.06,CHL
Chile,2015,Coal-Peat and Manufactured Gases,2263.158,1855789.56,Coal-Peat and Manufactured Gases,85054.84,CHL
Chile,2015,Oil and Petroleum Products,161.34,116164.8,Oil and Petroleum Products,190194.41,CHL
Chile,2015,Natural Gas,662.842,324792.58,Natural Gas,48242.854999999996,CHL
Chile,2015,Combustible Renewables,410.899,94506.77,,,
Chile,2015,Solar,87.453,4197.744,Solar,3662.7123,CHL
Chile,2015,Not Specified,0.0,,,,
Chile,2015,Wind,192.693,2215.9695,Wind,5694.689,CHL
Colombia,2015,Hydro,4572.769,109746.456,Hydro,120327.126,COL
Colombia,2015,Coal-Peat and Manufactured Gases,536.274,439744.68,Coal-Peat and Manufactured Gases,57779.972,COL
Colombia,2015,Oil and Petroleum Products,155.678,112088.16,Oil and Petroleum Products,179191.8,COL
Colombia,2015,Natural Gas,1200.526,588257.74,Natural Gas,112117.294,COL
Colombia,2015,Combustible Renewables,107.426,24707.98,,,
Colombia,2015,Solar,0.75,36.0,Solar,0.0,COL
Colombia,2015,Wind,5.856,67.344,Wind,184.13861,COL
Czech Republic,2015,Nuclear,1992.897,23914.764,Nuclear,69361.18000000001,CZE
Czech Republic,2015,Hydro,152.834,3668.016,Hydro,4834.9276,CZE
Czech Republic,2015,Coal-Peat and Manufactured Gases,2921.038,2395251.16,Coal-Peat and Manufactured Gases,189861.16,CZE
Czech Republic,2015,Oil and Petroleum Products,6.889,4960.08,Oil and Petroleum Products,104876.53,CZE
Czech Republic,2015,Natural Gas,107.565,52706.85,Natural Gas,75394.5,CZE
Czech Republic,2015,Combustible Renewables,341.457,78535.11,,,
Czech Republic,2015,Other Combustible Non-Renewables,6.536,5359.52,,,
Czech Republic,2015,Solar,289.237,13883.376000000002,Solar,6105.7324,CZE
Czech Republic,2015,Not Specified,6.276,,,,
Czech Republic,2015,Wind,27.786,319.539,Wind,1542.0272,CZE
Denmark,2015,Hydro,0.835,20.04,Hydro,48.555832,DNK
Denmark,2015,Coal-Peat and Manufactured Gases,244.55,200531.0,Coal-Peat and Manufactured Gases,21238.243000000002,DNK
Denmark,2015,Oil and Petroleum Products,20.116,14483.52,Oil and Petroleum Products,88928.2,DNK
Denmark,2015,Natural Gas,101.976,49968.24,Natural Gas,33092.525,DNK
Denmark,2015,Combustible Renewables,130.821,30088.83,,,
Denmark,2015,Other Combustible Non-Renewables,53.364,43758.48,,,
Denmark,2015,Solar,84.755,4068.24,Solar,1627.2583,DNK
Denmark,2015,Wind,807.897,9290.8155,Wind,38060.024,DNK
Estonia,2015,Hydro,0.4,9.6,Hydro,72.71027600000001,EST
Estonia,2015,Coal-Peat and Manufactured Gases,579.372,475085.0399999999,Coal-Peat and Manufactured Gases,41969.074,EST
Estonia,2015,Oil and Petroleum Products,3.818,2748.96,Oil and Petroleum Products,17381.447,EST
Estonia,2015,Natural Gas,4.153,2034.9699999999998,Natural Gas,4541.0,EST
Estonia,2015,Combustible Renewables,50.91,11709.3,,,
Estonia,2015,Other Combustible Non-Renewables,8.574,7030.68,,,
Estonia,2015,Wind,29.896,343.804,Wind,1925.4751999999999,EST
Finland,2015,Nuclear,1658.175,19898.1,Nuclear,60068.924,FIN
Finland,2015,Hydro,1514.364,36344.736,Hydro,45157.642,FIN
Finland,2015,Coal-Peat and Manufactured Gases,304.237,249474.34000000003,Coal-Peat and Manufactured Gases,44405.0,FIN
Finland,2015,Oil and Petroleum Products,11.314,8146.08,Oil and Petroleum Products,108589.935,FIN
Finland,2015,Natural Gas,158.89,77856.1,Natural Gas,22878.609999999997,FIN
Finland,2015,Combustible Renewables,729.774,167848.02,,,
Finland,2015,Other Combustible Non-Renewables,24.603,20174.46,,,
Finland,2015,Solar,1.631,78.288,Solar,30.460276,FIN
Finland,2015,Not Specified,19.25,,,,
Finland,2015,Wind,106.687,1226.9005,Wind,6267.5133,FIN
France,2015,Nuclear,31994.513,383934.156,Nuclear,1130385.7,FRA
France,2015,Hydro,3483.925,83614.2,Hydro,146920.38,FRA
France,2015,Coal-Peat and Manufactured Gases,454.07,372337.4,Coal-Peat and Manufactured Gases,102279.854,FRA
France,2015,Oil and Petroleum Products,208.473,150100.56,Oil and Petroleum Products,902655.7000000001,FRA
France,2015,Natural Gas,660.472,323631.28,Natural Gas,407517.63999999996,FRA
France,2015,Combustible Renewables,203.739,46859.97,,,
France,2015,Geothermal,6.902,262.276,,,
France,2015,Other Combustible Non-Renewables,70.447,57766.54,,,
France,2015,Solar,910.375,43698.0,Solar,19559.5,FRA
France,2015,Other Renewables,40.121,962.904,Other Renewables,22710.756,FRA
France,2015,Not Specified,59.095,,,,
France,2015,Wind,1143.239,13147.2485,Wind,57495.407,FRA
Germany,2015,Nuclear,7054.96,84659.52,Nuclear,237191.0,DEU
Germany,2015,Hydro,1755.547,42133.128,Hydro,51104.538,DEU
Germany,2015,Coal-Peat and Manufactured Gases,21158.212,17349733.84,Coal-Peat and Manufactured Gases,915055.7999999999,DEU
Germany,2015,Oil and Petroleum Products,329.893,237522.95999999996,Oil and Petroleum Products,1296542.2000000002,DEU
Germany,2015,Natural Gas,2400.016,1176007.84,Natural Gas,769536.1,DEU
Germany,2015,Combustible Renewables,3909.29,899136.7,,,
Germany,2015,Other Combustible Non-Renewables,548.105,449446.1,,,
Germany,2015,Geothermal,4.266,162.108,,,
Germany,2015,Solar,5140.022,246721.056,Solar,102537.61,DEU
Germany,2015,Not Specified,126.387,,,,
Germany,2015,Wind,3945.48,45373.02,Wind,217118.2,DEU
Greece,2015,Hydro,505.953,12142.872,Hydro,16422.268,GRC
Greece,2015,Coal-Peat and Manufactured Gases,2032.181,1666388.42,Coal-Peat and Manufactured Gases,65440.79600000001,GRC
Greece,2015,Oil and Petroleum Products,652.655,469911.6,Oil and Petroleum Products,170198.84,GRC
Greece,2015,Natural Gas,731.793,358578.57,Natural Gas,34126.534,GRC
Greece,2015,Combustible Renewables,17.356,3991.8800000000006,,,
Greece,2015,Other Combustible Non-Renewables,8.415,6900.299999999999,,,
Greece,2015,Solar,431.77,20724.96,Solar,10501.612,GRC
Greece,2015,Wind,453.665,5217.1475,Wind,12444.276,GRC
Hungary,2015,Nuclear,1104.179,13250.148000000001,Nuclear,40918.694,HUN
Hungary,2015,Hydro,8.757,210.168,Hydro,630.1555599999999,HUN
Hungary,2015,Coal-Peat and Manufactured Gases,462.38,379151.6,Coal-Peat and Manufactured Gases,27226.086,HUN
Hungary,2015,Oil and Petroleum Products,4.433,3191.76,Oil and Petroleum Products,83993.89,HUN
Hungary,2015,Natural Gas,428.446,209938.54,Natural Gas,87106.67,HUN
Hungary,2015,Combustible Renewables,144.361,33203.03,,,
Hungary,2015,Other Combustible Non-Renewables,9.419,7723.58,,,
Hungary,2015,Solar,16.909,811.632,Solar,379.70915,HUN
Hungary,2015,Not Specified,4.75,,,,
Hungary,2015,Wind,29.061,334.2015,Wind,1866.2297,HUN
Iceland,2015,Hydro,1121.527,26916.648,Hydro,37111.229999999996,ISL
Iceland,2015,Oil and Petroleum Products,0.42,302.4,Oil and Petroleum Products,9844.438,ISL
Iceland,2015,Geothermal,386.964,14704.632,,,
Iceland,2015,Wind,0.682,7.843000000000001,Wind,29.337779,ISL
Ireland,2015,Hydro,62.97,1511.28,Hydro,2171.8552,IRL
Ireland,2015,Coal-Peat and Manufactured Gases,392.168,321577.76,Coal-Peat and Manufactured Gases,25505.4,IRL
Ireland,2015,Oil and Petroleum Products,11.718,8436.96,Oil and Petroleum Products,81824.24,IRL
Ireland,2015,Natural Gas,1206.781,591322.69,Natural Gas,43763.687,IRL
Ireland,2015,Combustible Renewables,40.382,9287.86,,,
Ireland,2015,Other Combustible Non-Renewables,6.249,5124.18,,,
Ireland,2015,Solar,0.677,32.496,Solar,4.353528,IRL
Ireland,2015,Wind,370.417,4259.7955,Wind,17704.086,IRL
Italy,2015,Hydro,3890.952,93382.848,Hydro,122631.226,ITA
Italy,2015,Coal-Peat and Manufactured Gases,3562.059,2920888.38,Coal-Peat and Manufactured Gases,143395.46000000002,ITA
Italy,2015,Oil and Petroleum Products,1050.379,756272.8799999999,Oil and Petroleum Products,710444.1000000001,ITA
Italy,2015,Natural Gas,8700.315,4263154.350000001,Natural Gas,643154.2,ITA
Italy,2015,Combustible Renewables,1522.28,350124.4,,,
Italy,2015,Geothermal,486.0,18468.0,,,
Italy,2015,Other Combustible Non-Renewables,190.628,156314.96,,,
Italy,2015,Solar,2533.112,121589.376,Solar,61782.707,ITA
Italy,2015,Not Specified,44.833,,,,
Italy,2015,Wind,748.051,8602.5865,Wind,39974.21,ITA
Japan,2015,Nuclear,191.371,2296.452,Nuclear,11691.8125,JPN
Japan,2015,Hydro,7636.333,183271.992,Hydro,230963.06999999998,JPN
Japan,2015,Coal-Peat and Manufactured Gases,34052.484,27923036.879999995,Coal-Peat and Manufactured Gases,1397981.0,JPN
Japan,2015,Oil and Petroleum Products,8418.73,6061485.6,Oil and Petroleum Products,2335943.0,JPN
Japan,2015,Natural Gas,35713.485,17499607.65,Natural Gas,1187176.4000000001,JPN
Japan,2015,Combustible Renewables,2193.508,504506.83999999997,,,
Japan,2015,Other Combustible Non-Renewables,1037.176,850484.32,,,
Japan,2015,Geothermal,197.463,7503.594,,,
Japan,2015,Solar,3369.878,161754.144,Solar,93015.73000000001,JPN
Japan,2015,Not Specified,1724.04,,,,
Japan,2015,Wind,337.478,3880.997,Wind,14064.874,JPN
Korea,2015,Nuclear,12669.182,152030.184,Nuclear,425773.32,KOR
Korea,2015,Hydro,660.869,15860.856,Hydro,5778.3628,KOR
Korea,2015,Coal-Peat and Manufactured Gases,20867.913,17111688.66,Coal-Peat and Manufactured Gases,993215.9400000001,KOR
Korea,2015,Oil and Petroleum Products,713.941,514037.52,Oil and Petroleum Products,1384190.4,KOR
Korea,2015,Natural Gas,10660.216,5223505.84,Natural Gas,456497.25,KOR
Korea,2015,Combustible Renewables,237.217,54559.91,,,
Korea,2015,Other Combustible Non-Renewables,41.29,33857.8,,,
Korea,2015,Solar,309.601,14860.848,Solar,11391.128999999999,KOR
Korea,2015,Other Renewables,41.333,991.992,Other Renewables,23875.818,KOR
Korea,2015,Not Specified,101.333,,,,
Korea,2015,Wind,111.75,1285.125,Wind,3615.2920000000004,KOR
Latvia,2015,Hydro,39.827,955.848,Hydro,5030.472,LVA
Latvia,2015,Oil and Petroleum Products,0.073,52.56,Oil and Petroleum Products,20291.126,LVA
Latvia,2015,Natural Gas,286.786,140525.14,Natural Gas,12743.5,LVA
Latvia,2015,Combustible Renewables,56.546,13005.58,,,
Latvia,2015,Solar,0.038,1.824,Solar,0.53859444,LVA
Latvia,2015,Wind,6.979,80.2585,Wind,395.86693,LVA
Lithuania,2015,Hydro,58.942,1414.608,Hydro,941.46305,LTU
Lithuania,2015,Oil and Petroleum Products,23.702,17065.44,Oil and Petroleum Products,32417.029999999995,LTU
Lithuania,2015,Natural Gas,170.57,83579.3,Natural Gas,24037.651,LTU
Lithuania,2015,Combustible Renewables,38.441,8841.43,,,
Lithuania,2015,Other Combustible Non-Renewables,5.258,4311.56,,,
Lithuania,2015,Solar,11.519,552.912,Solar,197.39499999999998,LTU
Lithuania,2015,Not Specified,21.25,,,,
Lithuania,2015,Wind,40.2,462.30000000000007,Wind,2182.1153,LTU
Luxembourg,2015,Hydro,123.563,2965.512,Hydro,267.28556,LUX
Luxembourg,2015,Natural Gas,12.222,5988.78,Natural Gas,8942.7395,LUX
Luxembourg,2015,Combustible Renewables,9.747,2241.81,,,
Luxembourg,2015,Geothermal,0.0,0.0,,,
Luxembourg,2015,Other Combustible Non-Renewables,5.118,4196.76,,,
